 33, 25
-0.5000000000000000E+00, 0.0000000000000000E+00
-0.4375000000000000E+00, 0.0000000000000000E+00
-0.3750000000000000E+00, 0.0000000000000000E+00
-0.3125000000000000E+00, 0.0000000000000000E+00
-0.2500000000000000E+00, 0.0000000000000000E+00
-0.1875000000000000E+00, 0.0000000000000000E+00
-0.1250000000000000E+00, 0.0000000000000000E+00
-0.6250000000000000E-01, 0.0000000000000000E+00
 0.0000000000000000E+00, 0.0000000000000000E+00
 0.6250000000000000E-01, 0.1102043629427906E-01
 0.1250000000000000E+00, 0.2204087258855812E-01
 0.1875000000000000E+00, 0.3306130888283718E-01
 0.2500000000000000E+00, 0.4408174517711624E-01
 0.3125000000000000E+00, 0.5510218147139530E-01
 0.3750000000000000E+00, 0.6612261776567437E-01
 0.4375000000000000E+00, 0.7714305405995342E-01
 0.5000000000000000E+00, 0.8816349035423249E-01
 0.5625000000000000E+00, 0.7714305405995342E-01
 0.6250000000000000E+00, 0.6612261776567437E-01
 0.6875000000000000E+00, 0.5510218147139530E-01
 0.7500000000000000E+00, 0.4408174517711624E-01
 0.8125000000000000E+00, 0.3306130888283718E-01
 0.8750000000000000E+00, 0.2204087258855812E-01
 0.9375000000000000E+00, 0.1102043629427907E-01
 0.1000000000000000E+01, 0.0000000000000000E+00
 0.1062500000000000E+01, 0.0000000000000000E+00
 0.1125000000000000E+01, 0.0000000000000000E+00
 0.1187500000000000E+01, 0.0000000000000000E+00
 0.1250000000000000E+01, 0.0000000000000000E+00
 0.1312500000000000E+01, 0.0000000000000000E+00
 0.1375000000000000E+01, 0.0000000000000000E+00
 0.1437500000000000E+01, 0.0000000000000000E+00
 0.1500000000000000E+01, 0.0000000000000000E+00
-0.5000000000000000E+00, 0.6202651742275151E-01
-0.4375000000000000E+00, 0.6202651742275153E-01
-0.3750000000000000E+00, 0.6202651742275153E-01
-0.3125000000000000E+00, 0.6202651742275152E-01
-0.2500000000000000E+00, 0.6202651742275151E-01
-0.1875000000000000E+00, 0.6202651742275151E-01
-0.1250000000000000E+00, 0.6202651742275152E-01
-0.6250000000000000E-01, 0.6202651742275151E-01
 0.0000000000000000E+00, 0.6202651742275151E-01
 0.6250000000000000E-01, 0.7259124752782162E-01
 0.1250000000000000E+00, 0.8315597763289176E-01
 0.1875000000000000E+00, 0.9372070773796184E-01
 0.2500000000000000E+00, 0.1042854378430320E+00
 0.3125000000000000E+00, 0.1148501679481021E+00
 0.3750000000000000E+00, 0.1254148980531722E+00
 0.4375000000000000E+00, 0.1359796281582423E+00
 0.5000000000000000E+00, 0.1465443582633124E+00
 0.5625000000000000E+00, 0.1359796281582423E+00
 0.6250000000000000E+00, 0.1254148980531722E+00
 0.6875000000000000E+00, 0.1148501679481021E+00
 0.7500000000000000E+00, 0.1042854378430319E+00
 0.8125000000000000E+00, 0.9372070773796184E-01
 0.8750000000000000E+00, 0.8315597763289173E-01
 0.9375000000000000E+00, 0.7259124752782165E-01
 0.1000000000000000E+01, 0.6202651742275152E-01
 0.1062500000000000E+01, 0.6202651742275152E-01
 0.1125000000000000E+01, 0.6202651742275150E-01
 0.1187500000000000E+01, 0.6202651742275151E-01
 0.1250000000000000E+01, 0.6202651742275151E-01
 0.1312500000000000E+01, 0.6202651742275150E-01
 0.1375000000000000E+01, 0.6202651742275150E-01
 0.1437500000000000E+01, 0.6202651742275152E-01
 0.1500000000000000E+01, 0.6202651742275151E-01
-0.5000000000000000E+00, 0.1241131435932818E+00
-0.4375000000000000E+00, 0.1241131435932819E+00
-0.3750000000000000E+00, 0.1241131435932819E+00
-0.3125000000000000E+00, 0.1241131435932819E+00
-0.2500000000000000E+00, 0.1241131435932818E+00
-0.1875000000000000E+00, 0.1241131435932818E+00
-0.1250000000000000E+00, 0.1241131435932819E+00
-0.6250000000000000E-01, 0.1241131435932818E+00
 0.0000000000000000E+00, 0.1241131435932818E+00
 0.6250000000000000E-01, 0.1342217258927259E+00
 0.1250000000000000E+00, 0.1443303081921700E+00
 0.1875000000000000E+00, 0.1544388904916141E+00
 0.2500000000000000E+00, 0.1645474727910582E+00
 0.3125000000000000E+00, 0.1746560550905022E+00
 0.3750000000000000E+00, 0.1847646373899463E+00
 0.4375000000000000E+00, 0.1948732196893904E+00
 0.5000000000000000E+00, 0.2049818019888345E+00
 0.5625000000000000E+00, 0.1948732196893904E+00
 0.6250000000000000E+00, 0.1847646373899463E+00
 0.6875000000000000E+00, 0.1746560550905023E+00
 0.7500000000000000E+00, 0.1645474727910581E+00
 0.8125000000000000E+00, 0.1544388904916141E+00
 0.8750000000000000E+00, 0.1443303081921700E+00
 0.9375000000000000E+00, 0.1342217258927260E+00
 0.1000000000000000E+01, 0.1241131435932819E+00
 0.1062500000000000E+01, 0.1241131435932819E+00
 0.1125000000000000E+01, 0.1241131435932818E+00
 0.1187500000000000E+01, 0.1241131435932818E+00
 0.1250000000000000E+01, 0.1241131435932818E+00
 0.1312500000000000E+01, 0.1241131435932818E+00
 0.1375000000000000E+01, 0.1241131435932818E+00
 0.1437500000000000E+01, 0.1241131435932819E+00
 0.1500000000000000E+01, 0.1241131435932818E+00
-0.5000000000000000E+00, 0.1862573377586092E+00
-0.4375000000000000E+00, 0.1862573377586092E+00
-0.3750000000000000E+00, 0.1862573377586092E+00
-0.3125000000000000E+00, 0.1862573377586092E+00
-0.2500000000000000E+00, 0.1862573377586092E+00
-0.1875000000000000E+00, 0.1862573377586092E+00
-0.1250000000000000E+00, 0.1862573377586092E+00
-0.6250000000000000E-01, 0.1862573377586092E+00
 0.0000000000000000E+00, 0.1862573377586092E+00
 0.6250000000000000E-01, 0.1959093493028144E+00
 0.1250000000000000E+00, 0.2055613608470196E+00
 0.1875000000000000E+00, 0.2152133723912248E+00
 0.2500000000000000E+00, 0.2248653839354300E+00
 0.3125000000000000E+00, 0.2345173954796352E+00
 0.3750000000000000E+00, 0.2441694070238404E+00
 0.4375000000000000E+00, 0.2538214185680457E+00
 0.5000000000000000E+00, 0.2634734301122509E+00
 0.5625000000000000E+00, 0.2538214185680457E+00
 0.6250000000000000E+00, 0.2441694070238404E+00
 0.6875000000000000E+00, 0.2345173954796353E+00
 0.7500000000000000E+00, 0.2248653839354300E+00
 0.8125000000000000E+00, 0.2152133723912248E+00
 0.8750000000000000E+00, 0.2055613608470196E+00
 0.9375000000000000E+00, 0.1959093493028144E+00
 0.1000000000000000E+01, 0.1862573377586092E+00
 0.1062500000000000E+01, 0.1862573377586092E+00
 0.1125000000000000E+01, 0.1862573377586091E+00
 0.1187500000000000E+01, 0.1862573377586092E+00
 0.1250000000000000E+01, 0.1862573377586092E+00
 0.1312500000000000E+01, 0.1862573377586091E+00
 0.1375000000000000E+01, 0.1862573377586091E+00
 0.1437500000000000E+01, 0.1862573377586092E+00
 0.1500000000000000E+01, 0.1862573377586092E+00
-0.5000000000000000E+00, 0.2484565495807661E+00
-0.4375000000000000E+00, 0.2484565495807662E+00
-0.3750000000000000E+00, 0.2484565495807662E+00
-0.3125000000000000E+00, 0.2484565495807662E+00
-0.2500000000000000E+00, 0.2484565495807661E+00
-0.1875000000000000E+00, 0.2484565495807661E+00
-0.1250000000000000E+00, 0.2484565495807662E+00
-0.6250000000000000E-01, 0.2484565495807661E+00
 0.0000000000000000E+00, 0.2484565495807661E+00
 0.6250000000000000E-01, 0.2576515861573443E+00
 0.1250000000000000E+00, 0.2668466227339227E+00
